"SKMEL2_Untreated_1" "SKMEL2_Untreated_2" "SKMEL2_Untreated_3" "SKMEL2_Induced_18hours_1" "SKMEL2_Induced_18hours_2" "SKMEL2_Induced_18hours_3"
"ENSG00000100296" 784 923 1063 1040 856 940
"ENSG00000100297" 952 1204 1456 1328 1062 1060
"ENSG00000100298" 5 2 1 4 3 2
"ENSG00000100299" 53 48 79 78 59 52
"ENSG00000100300" 232 319 248 351 269 289
"ENSG00000100302" 13 11 16 8 4 10
"ENSG00000100304" 767 1028 1316 1027 874 984
"ENSG00000100307" 151 163 154 169 137 113
"ENSG00000100311" 2 6 7 4 1 1
"ENSG00000100314" 0 1 3 0 1 1
"ENSG00000100316" 9514 11152 12570 12776 10155 10969
"ENSG00000100319" 27 61 62 48 41 51
"ENSG00000100320" 1068 1172 1469 1397 1056 1086
"ENSG00000100321" 169 194 191 233 190 151
"ENSG00000100324" 604 671 781 795 634 609
"ENSG00000100325" 571 776 963 785 586 690
"ENSG00000100330" 47 62 65 100 56 61
"ENSG00000100335" 2924 3434 3790 4054 3316 3372
"ENSG00000100342" 276 339 348 425 302 303
"ENSG00000100344" 104 74 114 110 91 87
"ENSG00000100345" 5365 6725 8216 6875 5695 6290
"ENSG00000100346" 3 2 0 0 1 1
"ENSG00000100347" 611 804 779 900 721 742
"ENSG00000100348" 482 538 646 601 478 558
"ENSG00000100350" 506 768 941 794 683 767
"ENSG00000100351" 26 22 27 28 26 25
"ENSG00000100353" 1898 2403 2899 2465 2011 2169
"ENSG00000100354" 1450 1295 1629 1735 1247 1330
"ENSG00000100359" 6 9 10 11 7 11
"ENSG00000100360" 7 14 16 19 9 18
"ENSG00000100364" 1068 1298 1367 1545 1320 1295
"ENSG00000100372" 2279 2642 2550 2887 2408 2425
"ENSG00000100376" 543 611 605 771 542 437
"ENSG00000100379" 46 63 62 71 58 44
"ENSG00000100380" 6058 6869 8804 7992 6260 6646
"ENSG00000100385" 8 10 7 9 6 13
"ENSG00000100387" 1495 1894 1422 1965 1701 1683
"ENSG00000100393" 7224 7458 10023 9570 7266 7577
"ENSG00000100395" 1230 1436 1553 1610 1352 1406
"ENSG00000100399" 10 14 11 12 10 9
"ENSG00000100401" 6673 8672 8627 8544 7469 7809
"ENSG00000100403" 5558 6717 8162 7919 6166 6584
"ENSG00000100410" 1762 2173 2336 2150 1737 1860
"ENSG00000100412" 2782 3327 3925 3805 2907 3180
"ENSG00000100413" 2980 3837 4082 4185 3615 3865
"ENSG00000100416" 271 359 356 402 319 304
"ENSG00000100417" 557 732 683 742 630 625
"ENSG00000100418" 4974 6084 7043 6444 5172 5497
"ENSG00000100422" 393 527 574 539 453 500
"ENSG00000100425" 194 248 352 301 240 216
"ENSG00000100426" 594 641 722 759 619 609
"ENSG00000100427" 1 1 0 0 1 0
"ENSG00000100429" 3 8 21 15 5 10
"ENSG00000100439" 243 276 359 349 293 281
"ENSG00000100441" 768 902 841 1073 848 869
"ENSG00000100442" 1091 1409 1524 1501 1251 1145
"ENSG00000100445" 73 85 98 99 84 96
"ENSG00000100448" 0 0 1 0 0 3
"ENSG00000100450" 2 0 1 0 1 0
"ENSG00000100453" 55 43 50 68 44 44
"ENSG00000100461" 914 1077 1180 1219 990 951
"ENSG00000100462" 1152 1510 1705 1457 1201 1340
"ENSG00000100473" 160 177 215 175 146 162
"ENSG00000100478" 214 219 232 271 197 214
"ENSG00000100479" 249 321 414 275 278 248
"ENSG00000100483" 127 138 126 157 128 130
"ENSG00000100485" 689 812 984 955 721 723
"ENSG00000100490" 33 42 36 38 23 24
"ENSG00000100503" 4143 4637 5679 5094 4067 4142
"ENSG00000100504" 3212 3997 4702 4043 3304 3577
"ENSG00000100505" 194 228 275 309 214 231
"ENSG00000100519" 946 1063 1146 1158 966 941
"ENSG00000100522" 1320 1547 1798 1586 1297 1312
"ENSG00000100523" 829 865 1086 990 799 792
"ENSG00000100526" 503 714 960 661 605 622
"ENSG00000100528" 1806 2199 2143 2237 1783 1811
"ENSG00000100532" 142 147 146 163 133 121
"ENSG00000100554" 990 1234 1289 1278 1139 1058
"ENSG00000100557" 0 0 0 1 0 1
"ENSG00000100558" 150 189 204 203 168 168
"ENSG00000100564" 295 297 322 387 283 273
"ENSG00000100567" 1802 2126 2263 2285 1890 1831
"ENSG00000100568" 1045 1217 1391 1320 1138 1126
"ENSG00000100575" 373 447 565 515 445 415
"ENSG00000100577" 406 456 483 535 437 456
"ENSG00000100578" 708 811 991 929 743 698
"ENSG00000100580" 2399 2739 3065 3053 2419 2471
"ENSG00000100583" 151 188 258 186 154 166
"ENSG00000100591" 4116 4924 5878 5233 4295 4274
"ENSG00000100592" 1518 1674 2057 1872 1442 1453
"ENSG00000100593" 3 0 4 4 5 2
"ENSG00000100596" 1880 1954 2160 2612 1846 1805
"ENSG00000100599" 321 377 526 410 331 397
"ENSG00000100600" 1504 1743 2101 2162 1618 1700
"ENSG00000100601" 350 449 496 452 398 386
"ENSG00000100603" 1565 1977 2474 1963 1648 1656
"ENSG00000100604" 0 1 4 4 1 3
"ENSG00000100605" 1493 1850 2284 2109 1686 1766
"ENSG00000100612" 423 462 477 575 458 436
"ENSG00000100614" 1312 1351 1510 1600 1253 1330
"ENSG00000100625" 34 34 32 57 26 23
"ENSG00000100626" 1 2 0 2 1 0
"ENSG00000100628" 93 91 115 161 78 92
"ENSG00000100629" 297 367 453 377 330 323
"ENSG00000100632" 1883 2306 2146 2403 1922 1920
"ENSG00000100644" 6421 7216 9564 7775 6320 6393
"ENSG00000100647" 244 279 345 298 238 267
"ENSG00000100650" 1997 2418 2891 2855 2323 1894
"ENSG00000100652" 5 0 3 6 6 1
"ENSG00000100664" 6275 7676 8102 8338 6532 6666
"ENSG00000100678" 2 0 3 1 0 4
"ENSG00000100697" 3688 4102 4998 4424 3730 3624
"ENSG00000100711" 305 358 350 467 281 309
"ENSG00000100714" 3206 4017 4566 4144 3301 3520
"ENSG00000100721" 17 11 18 20 15 19
"ENSG00000100722" 2048 2358 2910 2552 1976 2146
"ENSG00000100726" 366 452 507 495 417 448
"ENSG00000100731" 2059 2044 2465 2507 1958 2063
"ENSG00000100739" 0 8 7 8 4 8
"ENSG00000100744" 522 611 582 774 616 561
"ENSG00000100749" 837 1081 1180 1024 813 932
"ENSG00000100764" 12 22 13 16 25 14
"ENSG00000100767" 79 83 85 97 77 77
"ENSG00000100784" 1248 1489 1647 1606 1268 1383
"ENSG00000100796" 1532 1767 1982 1766 1467 1419
"ENSG00000100802" 99 100 122 108 101 102
"ENSG00000100804" 1564 1891 1776 2139 1758 1757
"ENSG00000100811" 2774 3175 3734 3649 2941 3119
"ENSG00000100813" 3341 3928 4803 4342 3278 3387
"ENSG00000100814" 504 589 605 621 482 491
"ENSG00000100815" 1864 1906 2473 2299 1801 1768
"ENSG00000100823" 2486 3067 3997 3298 2700 2764
"ENSG00000100836" 744 909 976 990 805 755
"ENSG00000100842" 1 0 0 1 0 0
"ENSG00000100852" 5333 5578 6556 6376 5023 5062
"ENSG00000100865" 523 677 874 694 618 570
"ENSG00000100867" 22 34 36 45 34 29
"ENSG00000100883" 1940 2279 2668 2435 2051 2000
"ENSG00000100888" 3090 3651 4457 4273 3232 3433
"ENSG00000100889" 167 210 223 234 183 183
"ENSG00000100890" 124 191 219 203 152 141
"ENSG00000100897" 599 694 739 857 590 655
"ENSG00000100902" 59 78 79 80 79 61
"ENSG00000100906" 199 290 335 281 248 249
"ENSG00000100908" 124 161 125 180 133 134
"ENSG00000100911" 701 855 913 905 777 757
"ENSG00000100916" 268 298 342 339 282 245
"ENSG00000100918" 16 6 19 10 13 16
"ENSG00000100926" 40 67 81 71 45 65
"ENSG00000100934" 2254 2661 2774 2765 2286 2352
"ENSG00000100938" 1049 1316 1350 1512 1158 1243
"ENSG00000100941" 2504 3075 3865 3383 2582 2425
"ENSG00000100949" 218 308 373 304 293 317
"ENSG00000100968" 0 0 1 2 1 1
"ENSG00000100979" 24 20 46 32 34 20
"ENSG00000100982" 413 527 611 562 435 499
"ENSG00000100983" 1234 1510 1656 1586 1368 1317
"ENSG00000100985" 2 4 3 7 4 5
"ENSG00000100987" 0 0 0 0 2 1
"ENSG00000100991" 1790 2203 2178 2376 1975 1966
"ENSG00000100994" 6719 8318 8866 9015 7173 7880
"ENSG00000100997" 793 1017 1028 1106 938 915
"ENSG00000101000" 128 173 157 177 151 148
"ENSG00000101003" 718 917 909 915 761 779
"ENSG00000101004" 159 188 202 214 153 147
"ENSG00000101017" 82 106 129 143 93 117
"ENSG00000101019" 1051 1190 1271 1318 1076 971
"ENSG00000101040" 2920 3407 4295 3498 2852 2944
"ENSG00000101049" 4 11 8 8 6 5
"ENSG00000101052" 416 494 524 518 396 420
"ENSG00000101057" 1350 1876 2475 1856 1476 1771
"ENSG00000101074" 1 2 1 1 0 0
"ENSG00000101076" 0 0 1 0 1 1
"ENSG00000101079" 844 990 1148 1144 924 875
"ENSG00000101082" 23 17 31 19 18 19
"ENSG00000101084" 171 218 286 272 279 278
"ENSG00000101096" 223 283 378 271 221 227
"ENSG00000101104" 738 833 1093 1138 858 595
"ENSG00000101109" 2955 3291 3761 3857 2928 2931
"ENSG00000101115" 0 0 3 1 3 2
"ENSG00000101126" 3893 4492 5365 5243 3957 4134
"ENSG00000101132" 544 635 799 709 566 555
"ENSG00000101134" 1 1 3 2 1 1
"ENSG00000101138" 864 1034 1311 1121 887 1003
"ENSG00000101144" 2 4 3 2 1 3
"ENSG00000101146" 1343 1598 1675 1767 1421 1444
"ENSG00000101150" 2149 2655 2865 2959 2311 2345
"ENSG00000101152" 1901 2461 2463 2692 2240 2403
"ENSG00000101158" 1389 1808 1931 1878 1471 1565
"ENSG00000101160" 927 1093 1519 1288 961 1069
"ENSG00000101161" 2705 3397 3783 3645 2858 3106
"ENSG00000101162" 16 9 20 12 9 8
"ENSG00000101166" 2980 3384 3858 3648 2964 3080
"ENSG00000101181" 785 1032 1190 1094 917 977
"ENSG00000101182" 3842 4822 4213 5334 4456 4567
"ENSG00000101187" 307 334 350 395 325 350
"ENSG00000101188" 5 13 14 9 14 13
"ENSG00000101189" 585 724 862 783 671 675
"ENSG00000101190" 474 630 656 713 569 545
"ENSG00000101191" 2626 3074 3721 3672 2743 2830
"ENSG00000101193" 1288 1489 1611 1717 1351 1398
"ENSG00000101194" 10 14 8 9 12 8
"ENSG00000101197" 98 120 106 156 136 108
"ENSG00000101198" 9 14 25 24 15 13
"ENSG00000101199" 1293 1563 1734 1864 1569 1576
"ENSG00000101203" 2 2 0 3 0 0
"ENSG00000101210" 485 704 757 762 671 712
"ENSG00000101213" 1 3 3 3 3 0
"ENSG00000101216" 317 360 455 453 352 369
"ENSG00000101220" 516 645 624 622 519 570
"ENSG00000101222" 1 6 2 2 4 2
"ENSG00000101224" 1011 1342 1528 1252 1167 1160
"ENSG00000101230" 0 1 1 0 3 0
"ENSG00000101236" 508 591 698 686 529 604
"ENSG00000101246" 277 428 385 415 332 325
"ENSG00000101247" 188 243 217 217 214 192
"ENSG00000101251" 1 2 0 2 2 1
"ENSG00000101255" 504 578 560 761 547 644
"ENSG00000101265" 14 8 13 13 12 19
"ENSG00000101266" 2073 2545 3058 2711 2163 2236
"ENSG00000101276" 8 10 14 9 5 13
"ENSG00000101278" 0 1 1 2 0 0
"ENSG00000101280" 0 0 2 0 2 0
"ENSG00000101282" 5 1 3 4 3 2
"ENSG00000101290" 1193 1426 1524 1742 1312 1328
"ENSG00000101294" 2707 3173 3933 3629 2810 2948
"ENSG00000101298" 40 46 82 74 63 70
"ENSG00000101306" 2 2 4 2 2 2
"ENSG00000101307" 13 18 14 16 17 13
"ENSG00000101310" 1516 1816 2090 2116 1601 1566
"ENSG00000101311" 90 104 127 99 84 82
"ENSG00000101331" 3 1 2 3 1 0
"ENSG00000101333" 2877 3042 3459 3863 2750 2705
"ENSG00000101335" 9 4 8 9 8 6
"ENSG00000101336" 1 0 1 4 1 0
"ENSG00000101337" 2350 2764 3035 3088 2327 2276
"ENSG00000101342" 2 5 2 5 2 0
"ENSG00000101343" 1124 1344 1459 1438 1216 1193
"ENSG00000101346" 1898 2522 2624 2604 2128 2284
"ENSG00000101347" 334 357 423 360 305 334
"ENSG00000101350" 1877 2117 2359 2565 2004 2070
"ENSG00000101353" 9 17 21 24 23 22
"ENSG00000101361" 4476 5545 6498 5622 4727 4855
"ENSG00000101363" 748 898 1097 963 809 796
"ENSG00000101365" 1240 1651 1762 1689 1382 1339
"ENSG00000101367" 4164 4976 5344 5257 4431 4533
"ENSG00000101384" 1350 1520 1775 1791 1327 1370
"ENSG00000101391" 778 1068 1090 1105 911 929
"ENSG00000101400" 177 245 287 282 259 250
"ENSG00000101407" 1325 1564 1800 1714 1407 1383
"ENSG00000101412" 717 979 1131 975 818 930
"ENSG00000101413" 930 1090 1284 1247 1001 1010
"ENSG00000101417" 186 242 273 276 220 237
"ENSG00000101421" 1030 1260 1622 1358 1099 1217
"ENSG00000101425" 2 5 1 1 3 2
"ENSG00000101439" 894 1080 1457 1286 990 1110
"ENSG00000101440" 9 5 11 5 3 0
"ENSG00000101442" 247 315 302 350 266 279
"ENSG00000101443" 5 7 6 6 10 4
"ENSG00000101444" 4750 5724 6287 6169 4871 5209
"ENSG00000101447" 529 694 743 633 561 608
"ENSG00000101452" 325 407 435 412 341 382
"ENSG00000101457" 361 507 555 523 418 421
"ENSG00000101460" 2 6 6 8 4 3
"ENSG00000101464" 567 691 892 672 543 600
"ENSG00000101470" 0 0 0 0 0 2
"ENSG00000101473" 251 283 310 294 232 277
"ENSG00000101474" 2438 2939 3172 3022 2565 2612
"ENSG00000101489" 1 2 6 0 2 1
"ENSG00000101493" 576 654 708 860 618 600
"ENSG00000101542" 1 0 1 0 1 0
"ENSG00000101544" 1051 1218 1239 1436 1135 1081
"ENSG00000101546" 323 374 442 422 374 310
"ENSG00000101557" 2741 3316 3623 3652 2870 2966
"ENSG00000101558" 2425 2891 3098 3081 2542 2570
"ENSG00000101574" 328 388 371 419 359 291
"ENSG00000101577" 385 437 460 531 412 381
"ENSG00000101596" 2983 3382 3830 3754 2933 2967
"ENSG00000101605" 10 17 14 17 15 14
"ENSG00000101608" 1837 2266 2390 2523 1950 1852
"ENSG00000101624" 196 226 220 250 212 183
"ENSG00000101638" 1 1 1 2 0 1
"ENSG00000101639" 903 1113 1305 1111 978 955
"ENSG00000101654" 3358 3668 3854 4343 3362 3514
"ENSG00000101665" 326 427 471 448 334 390
"ENSG00000101670" 14 1 4 4 4 4
"ENSG00000101680" 1707 1899 2348 2109 1661 1741
"ENSG00000101695" 2364 2778 3140 2894 2393 2159
"ENSG00000101745" 1145 1281 1639 1492 1199 1149
"ENSG00000101751" 429 465 466 597 447 385
"ENSG00000101752" 3166 3326 3462 4211 3101 3180
"ENSG00000101773" 1580 1864 2334 1860 1502 1621
"ENSG00000101782" 926 1057 1094 1146 939 934
"ENSG00000101811" 819 1043 1171 1052 827 870
"ENSG00000101842" 0 1 1 2 0 2
"ENSG00000101843" 755 916 879 991 826 754
"ENSG00000101844" 153 191 249 233 180 177
"ENSG00000101846" 344 438 500 469 374 390
"ENSG00000101849" 350 437 454 515 346 399
"ENSG00000101850" 969 1128 947 1451 1046 1089
"ENSG00000101856" 934 1154 1266 1270 1066 1028
"ENSG00000101868" 1577 1936 2229 1908 1590 1563
"ENSG00000101871" 1505 1874 2122 1950 1644 1679
"ENSG00000101882" 304 375 431 440 354 328
"ENSG00000101888" 396 439 489 449 427 422
"ENSG00000101898" 36 48 47 45 31 46
"ENSG00000101901" 580 671 783 760 603 616
"ENSG00000101911" 1217 1452 1590 1495 1248 1237
"ENSG00000101928" 452 502 588 683 527 541
"ENSG00000101935" 857 934 1075 1168 870 891
"ENSG00000101940" 430 542 520 625 521 500
"ENSG00000101945" 196 268 305 237 219 200
"ENSG00000101955" 2011 2416 2830 2534 1992 2095
"ENSG00000101958" 2 3 1 2 1 0
"ENSG00000101966" 1876 1969 2118 2382 1923 1962
"ENSG00000101972" 5168 5861 6401 6592 5296 5321
"ENSG00000101974" 836 890 1064 1105 859 826
"ENSG00000101986" 1064 1375 1725 1667 1388 1352
"ENSG00000101997" 144 177 200 222 181 195
"ENSG00000102001" 0 1 0 0 1 2
"ENSG00000102003" 28 16 26 33 26 14
"ENSG00000102007" 841 1128 1521 1177 1026 1021
"ENSG00000102010" 2579 2975 3348 3678 2670 2638
"ENSG00000102021" 230 253 333 299 223 229
"ENSG00000102024" 3351 3902 4145 4361 3520 3660
"ENSG00000102030" 732 913 1024 1043 742 860
"ENSG00000102032" 131 122 153 189 154 149
"ENSG00000102034" 279 393 474 380 303 345
"ENSG00000102038" 2208 2262 2609 2933 2119 2137
"ENSG00000102043" 15 7 11 14 17 16
"ENSG00000102048" 566 627 647 656 508 549
"ENSG00000102053" 36 56 59 51 36 39
"ENSG00000102054" 3526 4240 4757 4417 3549 3542
"ENSG00000102057" 20 23 28 39 24 19
"ENSG00000102078" 273 362 358 379 282 319
"ENSG00000102081" 1914 2050 2306 2499 1878 1941
"ENSG00000102096" 174 196 226 227 176 178
"ENSG00000102098" 264 337 352 367 267 255
"ENSG00000102100" 482 592 549 673 491 547
"ENSG00000102103" 504 575 799 691 591 614
"ENSG00000102109" 1 0 0 0 0 1
"ENSG00000102119" 669 840 874 956 748 735
"ENSG00000102125" 178 213 264 256 215 183
"ENSG00000102128" 0 1 0 0 1 0
"ENSG00000102144" 14988 17822 17500 20304 16107 16389
"ENSG00000102145" 0 1 1 0 0 1
"ENSG00000102158" 2199 2628 2711 2891 2407 2375
"ENSG00000102172" 2514 2953 3691 3151 2515 2698
"ENSG00000102174" 81 97 126 142 100 97
"ENSG00000102178" 816 951 882 1026 846 905
"ENSG00000102181" 576 652 666 775 627 616
"ENSG00000102189" 4312 4340 5891 5328 4352 4430
"ENSG00000102218" 325 391 364 394 352 358
"ENSG00000102221" 883 1054 1194 1098 963 926
"ENSG00000102225" 1206 1535 1924 1673 1324 1579
"ENSG00000102226" 2502 3148 3544 3524 2783 3126
"ENSG00000102230" 109 142 172 197 138 129
"ENSG00000102239" 0 2 1 0 0 0
"ENSG00000102241" 1373 1676 1877 1863 1427 1574
"ENSG00000102243" 0 1 1 1 1 0
"ENSG00000102245" 0 0 1 0 0 1
"ENSG00000102265" 673 836 990 882 757 699
"ENSG00000102271" 4 3 9 5 4 8
"ENSG00000102287" 1 1 0 2 0 0
"ENSG00000102302" 248 312 367 366 253 277
"ENSG00000102309" 195 256 274 218 214 199
"ENSG00000102312" 59 75 96 105 49 61
"ENSG00000102313" 1211 1078 1519 1511 939 977
"ENSG00000102316" 5140 5899 5863 7134 5204 5273
"ENSG00000102317" 2449 3353 3527 3366 2907 2950
"ENSG00000102349" 18 29 26 30 20 22
"ENSG00000102359" 250 283 328 314 250 240
"ENSG00000102362" 313 365 385 400 359 280
"ENSG00000102383" 9 13 10 12 11 9
"ENSG00000102384" 299 449 454 472 393 357
"ENSG00000102385" 17 15 22 30 13 24
"ENSG00000102387" 10 21 17 21 20 15
"ENSG00000102390" 688 824 990 894 802 752
"ENSG00000102393" 681 880 928 929 811 796
"ENSG00000102401" 1083 1236 1271 1531 1144 1080
"ENSG00000102409" 149 179 200 230 186 179
"ENSG00000102445" 268 290 317 372 257 271
"ENSG00000102452" 26 27 7 28 18 16
"ENSG00000102466" 20 22 24 30 29 18
"ENSG00000102468" 2 0 2 0 0 1
"ENSG00000102471" 650 719 690 804 660 652
"ENSG00000102524" 155 179 171 193 146 148
"ENSG00000102531" 1858 1984 2166 2207 1678 1768
"ENSG00000102539" 6 4 12 7 4 9
"ENSG00000102543" 37 33 44 57 51 48
"ENSG00000102547" 139 139 156 163 121 136
"ENSG00000102554" 35 52 57 46 33 21
"ENSG00000102572" 817 963 1257 1071 852 899
"ENSG00000102575" 664 777 876 1121 834 816
"ENSG00000102580" 827 936 940 1005 836 867
"ENSG00000102595" 535 552 649 681 523 458
"ENSG00000102606" 781 913 1013 1053 847 816
"ENSG00000102678" 12 6 10 7 3 6
"ENSG00000102683" 0 0 3 1 0 1
"ENSG00000102699" 1629 1986 2198 2239 1767 1691
"ENSG00000102710" 610 711 875 824 645 696
"ENSG00000102738" 216 204 255 244 193 184
"ENSG00000102743" 206 232 219 230 217 196
"ENSG00000102753" 936 1076 1262 1189 1001 1019
"ENSG00000102755" 377 400 550 345 269 299
"ENSG00000102760" 0 1 3 1 0 1
"ENSG00000102763" 496 588 685 624 467 489
"ENSG00000102780" 430 457 490 482 393 382
"ENSG00000102781" 697 692 816 826 636 665
"ENSG00000102786" 555 666 769 794 607 603
"ENSG00000102796" 14 18 16 14 17 17
"ENSG00000102804" 1790 2207 2173 2618 2016 1986
"ENSG00000102805" 108 103 134 135 87 69
"ENSG00000102854" 0 0 1 1 0 0
"ENSG00000102858" 894 1121 1406 1357 1054 1163
"ENSG00000102870" 29 49 64 51 59 44
"ENSG00000102871" 94 120 116 163 147 127
"ENSG00000102878" 42 59 49 88 65 51
"ENSG00000102879" 8 7 9 8 11 7
"ENSG00000102882" 314 366 482 436 342 401
"ENSG00000102886" 2 10 4 3 2 6
"ENSG00000102890" 33 41 33 35 28 31
"ENSG00000102893" 796 936 905 987 781 710
"ENSG00000102897" 240 305 354 372 267 276
"ENSG00000102898" 1329 1712 2367 1882 1684 1656
"ENSG00000102900" 1590 2052 1980 2132 1712 1855
"ENSG00000102901" 166 214 255 294 214 210
"ENSG00000102904" 17 32 39 42 23 23
"ENSG00000102908" 3605 2923 4037 4071 2831 2824
"ENSG00000102910" 3179 3649 4085 4196 3374 3234
"ENSG00000102921" 812 926 1133 1115 846 860
"ENSG00000102931" 45 64 76 64 59 52
"ENSG00000102934" 152 173 207 226 199 193
"ENSG00000102935" 0 1 0 0 0 1
"ENSG00000102962" 2 0 1 0 0 1
"ENSG00000102967" 259 313 368 359 252 275
"ENSG00000102970" 37 52 48 55 50 37
"ENSG00000102974" 1665 2089 2602 2347 1867 1906
"ENSG00000102977" 300 400 492 382 316 348
"ENSG00000102978" 1345 1762 1765 1931 1601 1626
"ENSG00000102981" 10 7 13 24 12 6
"ENSG00000102984" 28 20 33 42 32 35
"ENSG00000102996" 573 724 845 802 612 667
"ENSG00000103005" 850 1099 1255 1210 996 1076
"ENSG00000103018" 1783 2176 2295 2238 1892 1944
"ENSG00000103021" 8 9 28 14 19 10
"ENSG00000103023" 0 0 0 2 1 1
"ENSG00000103024" 10 10 11 15 17 12
"ENSG00000103034" 40 55 58 69 51 40
"ENSG00000103035" 933 1118 1173 1241 1005 1025
"ENSG00000103037" 520 609 740 735 522 494
"ENSG00000103042" 416 432 615 607 411 465
"ENSG00000103043" 1134 1362 1596 1681 1291 1374
"ENSG00000103044" 14 23 24 24 15 18
"ENSG00000103047" 532 627 662 724 541 571
"ENSG00000103051" 1161 1430 1326 1461 1097 1239
"ENSG00000103056" 18 25 29 25 24 12
"ENSG00000103061" 188 249 289 232 193 178
"ENSG00000103064" 482 607 824 661 590 580
"ENSG00000103066" 274 308 323 342 305 311
"ENSG00000103067" 15 20 20 19 26 12
"ENSG00000103089" 1 0 0 2 0 0
"ENSG00000103091" 641 693 813 832 653 604
"ENSG00000103111" 850 1061 1250 1197 919 1020
"ENSG00000103121" 511 641 659 716 574 555
"ENSG00000103126" 735 850 1063 1025 753 801
"ENSG00000103145" 264 388 436 368 285 296
"ENSG00000103148" 767 933 1218 967 785 858
"ENSG00000103150" 211 228 291 319 256 237
"ENSG00000103152" 332 403 461 516 365 373
"ENSG00000103154" 3 3 0 2 3 4
"ENSG00000103160" 745 828 842 1033 830 782
"ENSG00000103168" 389 525 559 568 486 437
"ENSG00000103174" 237 277 301 304 297 255
"ENSG00000103175" 1 0 5 1 2 2
"ENSG00000103184" 0 0 2 1 1 1
"ENSG00000103187" 2506 3136 4097 3123 2642 2902
"ENSG00000103194" 1695 2008 2271 2180 1715 1780
"ENSG00000103196" 20 30 40 32 39 34
"ENSG00000103197" 1376 1711 2231 1863 1559 1626
"ENSG00000103199" 115 198 190 231 193 161
"ENSG00000103202" 1247 1575 2055 1631 1415 1432
"ENSG00000103222" 755 884 972 989 803 811
"ENSG00000103226" 113 100 115 142 91 95
"ENSG00000103227" 60 63 60 77 74 65
"ENSG00000103245" 168 245 245 264 200 216
"ENSG00000103248" 164 186 210 202 164 156
"ENSG00000103249" 1700 1959 2227 2604 2020 1962
"ENSG00000103253" 148 208 167 253 244 177
"ENSG00000103254" 116 160 149 169 150 154
"ENSG00000103257" 10843 13458 15985 16319 13069 14131
"ENSG00000103260" 508 612 692 819 637 630
"ENSG00000103264" 395 439 564 582 423 446
"ENSG00000103266" 579 831 950 882 792 823
"ENSG00000103269" 7 8 9 18 11 4
"ENSG00000103274" 205 258 312 289 246 258
"ENSG00000103275" 1155 1513 1895 1485 1309 1416
"ENSG00000103310" 1 0 2 4 1 0
"ENSG00000103313" 6 2 7 9 1 1
"ENSG00000103316" 3 3 5 3 3 3
"ENSG00000103319" 1427 1647 1819 1972 1516 1537
"ENSG00000103326" 635 860 1057 1030 908 840
"ENSG00000103335" 1574 1894 2267 2273 1790 1752
"ENSG00000103342" 5639 6729 7926 7133 5872 6002
"ENSG00000103343" 210 261 300 263 208 192
"ENSG00000103351" 433 525 549 590 455 450
"ENSG00000103353" 2089 2314 2425 2654 2095 2189
